question,answer,index
Tours,"{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""Image"",""url"":""https://i.ibb.co/yhsmxth/Saudi.jpg"",""width"":""300px"",""height"":""250px"",""horizontalAlignment"":""Center""},{""type"":""TextBlock"",""text"":""Saudi Arabia"",""wrap"":true,""size"":""Default"",""weight"":""Bolder"",""color"":""Accent"",""horizontalAlignment"":""Center""},{""type"":""ActionSet"",""id"":""Card 12b"",""actions"":[{""type"":""Action.Submit"",""title"":""Book Now."",""id"":""1"",""data"":{""UserAction"":""Flight ticket Booking""}}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Call us for Custom package."",""data"":{""UserAction"":""Connect""},""id"":""2""}]}],""minHeight"":""250px""}],""fallbackText"":""Please type one of the below options.\n\n*_Saudi Arabia_*\n*_UAE_*\n*_Iceland_*\n*_Iraq_*\n*_UK Tours_*"",""minHeight"":""2px""}/??/{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""Image"",""url"":""https://i.ibb.co/4f6H3vC/Burj-Khalifa.jpg"",""width"":""300px"",""height"":""250px"",""horizontalAlignment"":""Center""}],""minHeight"":""250px""},{""type"":""TextBlock"",""text"":""UAE"",""wrap"":true,""size"":""Default"",""weight"":""Bolder"",""color"":""Accent"",""horizontalAlignment"":""Center""},{""type"":""ActionSet"",""id"":""Card 12b"",""actions"":[{""type"":""Action.Submit"",""title"":""Book Now."",""id"":""1"",""data"":{""UserAction"":""Flight ticket Booking""}}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Call us for Custom package."",""data"":{""UserAction"":""Connect""},""id"":""2""}]}],""fallbackText"":"""",""minHeight"":""2px""}/??/{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""Image"",""url"":""https://i.ibb.co/gMMNZJb/Iceland.jpg"",""width"":""300px"",""height"":""250px"",""horizontalAlignment"":""Center""}],""minHeight"":""250px""},{""type"":""TextBlock"",""text"":""Iceland"",""wrap"":true,""size"":""Default"",""weight"":""Bolder"",""color"":""Accent"",""horizontalAlignment"":""Center""},{""type"":""ActionSet"",""id"":""Card 12b"",""actions"":[{""type"":""Action.Submit"",""title"":""Book Now."",""id"":""1"",""data"":{""UserAction"":""Flight ticket Booking""}}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Call us for Custom package."",""data"":{""UserAction"":""Connect""},""id"":""2""}]}],""fallbackText"":"""",""minHeight"":""2px""}/??/{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""Image"",""url"":""https://i.ibb.co/1RG5qV9/Iraq.jpg"",""width"":""300px"",""height"":""250px"",""horizontalAlignment"":""Center""}],""minHeight"":""250px""},{""type"":""TextBlock"",""text"":""Iraq"",""wrap"":true,""size"":""Default"",""weight"":""Bolder"",""color"":""Accent"",""horizontalAlignment"":""Center""},{""type"":""ActionSet"",""id"":""Card 12b"",""actions"":[{""type"":""Action.Submit"",""title"":""Book Now."",""id"":""1"",""data"":{""UserAction"":""Flight ticket Booking""}}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Call us for Custom package."",""data"":{""UserAction"":""Connect""},""id"":""2""}]}],""fallbackText"":"""",""minHeight"":""2px""}/??/{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""Image"",""url"":""https://i.ibb.co/YDbWJpG/UK-Tours.jpg"",""width"":""300px"",""height"":""250px"",""horizontalAlignment"":""Center""}],""minHeight"":""250px""},{""type"":""TextBlock"",""text"":""UK Tours"",""wrap"":true,""size"":""Default"",""weight"":""Bolder"",""color"":""Accent"",""horizontalAlignment"":""Center""},{""type"":""ActionSet"",""id"":""Card 12b"",""actions"":[{""type"":""Action.Submit"",""title"":""Book Now."",""id"":""1"",""data"":{""UserAction"":""Flight ticket Booking""}}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Call us for Custom package."",""data"":{""UserAction"":""Connect""},""id"":""2""}]}],""fallbackText"":"""",""minHeight"":""2px""}",110
Live Chat,"{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""TextBlock"",""wrap"":true,""horizontalAlignment"":""Center"",""text"":""Sure, we are happy to help you.""}]},{""type"":""ColumnSet"",""columns"":[{""type"":""Column"",""width"":""stretch"",""items"":[{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Live Chat"",""id"":""1"",""url"":""https://api.whatsapp.com/send/?phone=447894982975&text=Hi, Welcome to Global travel solutions. How may i help you?&type=phone_number&app_absent=0""}]}]}]}],""fallbackText"":""Please click the below link: \n\nhttps://api.whatsapp.com/send/?phone=447894982975&text=Hi, Welcome to Global travel solutions. How may I help you?&type=phone_number&app_absent=0""}",111
Connect,"{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""TextBlock"",""wrap"":true,""horizontalAlignment"":""Center"",""text"":""Sure, we are happy to help you.""}]},{""type"":""ColumnSet"",""columns"":[{""type"":""Column"",""width"":""stretch"",""items"":[{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Live Chat"",""id"":""1"",""url"":""https://api.whatsapp.com/send/?phone=447894982975&text=Hi, Welcome to Global travel solutions. How may i help you?&type=phone_number&app_absent=0""}]}]}]}],""fallbackText"":""Please click the below link: \n\nhttps://api.whatsapp.com/send/?phone=447894982975&text=Hi, Welcome to Global travel solutions. How may I help you?&type=phone_number&app_absent=0""}",111
Upsell Travel insurance ,"{""type"":""AdaptiveCard"",""version"":""1.3"",""fallbackText"":""Thank you. While someone reaches out to you shortly, do you want to opt for travel insurance.\n\n*_1. Yes_*\n*_2. No_*"",""body"":[{""type"":""Container"",""items"":[{""type"":""TextBlock"",""text"":""Thank you. While someone reaches out to you shortly, do you want to opt for travel insurance."",""horizontalAlignment"":""Center"",""wrap"":true},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""id"":""1"",""data"":{""UserAction"":""Insurrance""},""title"":""Yes""}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""id"":""2"",""data"":{""UserAction"":""Further Assistance""},""title"":""No""}]}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json""}",112
Further Assistance,"{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""TextBlock"",""text"":""Thank you. Is there anything we can help you with?"",""wrap"":true,""horizontalAlignment"":""Center""},{""type"":""ColumnSet"",""columns"":[{""type"":""Column"",""width"":""stretch"",""items"":[{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Yes"",""id"":""1"",""data"":{""UserAction"":""GTS - Intro""}}]}]},{""type"":""Column"",""width"":""stretch"",""items"":[{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""No"",""id"":""2"",""data"":{""UserAction"":""Thank You message""}}]}]}]}]}],""fallbackText"":""Thank you. Is there anything I can help you with?\n\n*_1.Yes_*\n*_2. No_*""}",113
Testing,"{""type"": ""AdaptiveCard"",""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"",""version"": ""1.6"",""body"": []}/??/{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""TextBlock"", ""text"": ""New TextBlock"", ""wrap"": true}]}/??/{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""TextBlock"", ""text"": ""this is the edited 3rd card"", ""wrap"": true}]}/??/{""type"": ""AdaptiveCard"",""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"",""version"": ""1.6"",""body"": []}",114
Pick Up Location,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter your pickup location."", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Pick Up Location"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Text"", ""placeholder"": ""Pick Up Location"", ""id"": ""Pick Up Location""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Drop Location""}}]}]}], ""fallbackText"": ""Please enter your pickup location."", ""id"": ""Pick Up LocationCard""}",115
Drop Location,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter your drop location."", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Drop Location"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Text"", ""placeholder"": ""Drop Location"", ""id"": ""Drop Location""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""No. of Passengers""}}]}]}], ""fallbackText"": ""Please enter your drop location."", ""id"": ""Drop LocationCard""}",116
No. of Passengers,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Date of arrival"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Date"", ""id"": ""Date of arrival""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Time of arrival""}}]}]}], ""fallbackText"": ""Please enter your Date of arrival"", ""id"": ""Date of arrivalCard""}",117
No. of Bags,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter No. of Bags you have."", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""No. of Bags"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Number"", ""placeholder"": ""No. of Bags"", ""id"": ""No. of Bags1"", ""value"": 1, ""min"": 1, ""max"": 4}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Flight Number""}}]}]}], ""fallbackText"": ""Please enter No. of Bags you have."", ""id"": ""No. of Bags""}",118
Flight Number,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter the flight number."", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Flight Number"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Text"", ""placeholder"": ""Flight Number"", ""id"": ""Flight Number1""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Name as per your Passport.""}}]}]}], ""fallbackText"": ""Please enter the flight number"", ""id"": ""Flight Number""}",119
Name as per your Passport.,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Name as per your Passport.  (First Name / Surname)"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Text"", ""placeholder"": ""Name as per your Passport."", ""id"": ""Name as per your Passport.""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Contact Number""}}]}]}], ""fallbackText"": ""Please enter your name as per your Passport.  (First Name / Surname)."", ""id"": ""Name as per your Passport""}",120
Contact Number,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Contact Number"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Text"", ""placeholder"": ""Contact Number"", ""id"": ""Contact Number.""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Email""}}]}]}], ""fallbackText"": ""Please enter your contact number"", ""id"": ""Contact Number""}",121
Email,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please enter "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Email Address"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.Text"", ""placeholder"": ""Email"", ""id"": ""Email.""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Date of arrival""}}]}]}], ""fallbackText"": ""Please enter your email address"", ""id"": ""Email""}",122
